Id,Name,countryName,agespan,gender,occupation,industry,domain,domain2
379,"Ferdinand ii, holy roman emperor",Austria,59,Male,Politician,Government,Institutions,Government
380,Ferdinand iv of hungary,Austria,20,Male,Politician,Government,Institutions,Government
381,Franz grillparzer,Austria,81,Male,Writer,Language,Humanities,Humanities
382,"Frederick iii, holy roman emperor",Austria,78,Male,Politician,Government,Institutions,Government
383,Friedensreich hundertwasser,Austria,72,Male,Artist,Fine arts,Arts,Arts
384,Friedrich hayek,Austria,93,Male,Economist,Social sciences,Science & technology,Science & technology
385,Fritz lang,Austria,86,Male,Film director,Film and theatre,Arts,Arts
386,Georg trakl,Austria,27,Male,Writer,Language,Humanities,Humanities
387,Gerhard berger,Austria,59,Male,Racecar driver,Individual sport,Sports,Sports
388,Gustav klimt,Austria,56,Male,Painter,Fine arts,Arts,Arts
389,Gustav meyrink,Austria,64,Male,Writer,Language,Humanities,Humanities
390,Hans asperger,Austria,74,Male,Physician,Medicine,Science & technology,Science & technology
392,Heinrich harrer,Austria,94,Male,Mountaineer,Individual sport,Sports,Sports
393,Herbert von karajan,Austria,110,Male,Conductor,Music,Arts,Arts
394,Hermann maier,Austria,46,Male,Skier,Individual sport,Sports,Sports
395,Ingeborg bachmann,Austria,47,Female,Writer,Language,Humanities,Humanities
396,Jörg haider,Austria,58,Male,Politician,Government,Institutions,Government
397,Joseph haydn,Austria,77,Male,Composer,Music,Arts,Arts
398,"Joseph i, holy roman emperor",Austria,33,Male,Politician,Government,Institutions,Government
399,"Joseph ii, holy roman emperor",Austria,49,Male,Politician,Government,Institutions,Government
400,Józef antoni poniatowski,Austria,50,Male,Military personnel,Military,Institutions,Army
401,Julius wagner-jauregg,Austria,83,Male,Physician,Medicine,Science & technology,Science & technology
402,Jürgen melzer,Austria,37,Male,Tennis player,Individual sport,Sports,Sports
403,Karl popper,Austria,92,Male,Philosopher,Philosophy,Humanities,Humanities
405,Kurt waldheim,Austria,89,Male,Politician,Government,Institutions,Government
406,"Leopold i, holy roman emperor",Austria,65,Male,Politician,Government,Institutions,Government
407,"Leopold ii, holy roman emperor",Austria,45,Male,Politician,Government,Institutions,Government
408,Lise meitner,Austria,90,Female,Physicist,Natural sciences,Science & technology,Science & technology
409,Ludwig boltzmann,Austria,62,Male,Physicist,Natural sciences,Science & technology,Science & technology
410,Ludwig wittgenstein,Austria,62,Male,Philosopher,Philosophy,Humanities,Humanities
411,Mariana of austria,Austria,62,Female,Nobleman,Government,Institutions,Government
412,Martin buber,Austria,87,Male,Philosopher,Philosophy,Humanities,Humanities
414,"Matthias, holy roman emperor",Austria,62,Male,Politician,Government,Institutions,Government
415,Max perutz,Austria,88,Male,Chemist,Natural sciences,Science & technology,Science & technology
416,"Maximilian i, holy roman emperor",Austria,60,Male,Politician,Government,Institutions,Government
417,"Maximilian ii, holy roman emperor",Austria,49,Male,Politician,Government,Institutions,Government
418,Maximilian schell,Austria,84,Male,Actor,Film and theatre,Arts,Arts
419,Melanie klein,Austria,78,Female,Psychologist,Social sciences,Science & technology,Science & technology
420,Michael haydn,Austria,69,Male,Composer,Music,Arts,Arts
421,Natascha kampusch,Austria,18,Female,Celebrity,Media personalit,Public figure,Public figure
422,Niki lauda,Austria,69,Male,Racecar driver,Individual sport,Sports,Sports
423,Oskar kokoschka,Austria,94,Male,Painter,Fine arts,Arts,Arts
424,Otto of greece,Austria,52,Male,Politician,Government,Institutions,Government
425,Otto von habsburg,Austria,99,Male,Nobleman,Government,Institutions,Government
426,Otto weininger,Austria,23,Male,Philosopher,Philosophy,Humanities,Humanities
427,Paul feyerabend,Austria,70,Male,Philosopher,Philosophy,Humanities,Humanities
428,Peter handke,Austria,76,Male,Writer,Language,Humanities,Humanities
430,Richard kuhn,Austria,67,Male,Chemist,Natural sciences,Science & technology,Science & technology
431,Robert bárány,Austria,60,Male,Physician,Medicine,Science & technology,Science & technology
432,Robert musil,Austria,62,Male,Writer,Language,Humanities,Humanities
433,Roland ratzenberger,Austria,34,Male,Racecar driver,Individual sport,Sports,Sports
434,Romy schneider,Austria,44,Female,Actor,Film and theatre,Arts,Arts
435,"Rudolf ii, holy roman emperor",Austria,60,Male,Politician,Government,Institutions,Government
436,Sebastian prödl,Austria,31,Male,Soccer player,Team sports,Sports,Sports
437,Stefan zweig,Austria,61,Male,Writer,Language,Humanities,Humanities
438,Thomas klestil,Austria,72,Male,Diplomat,Government,Institutions,Government
439,Thomas morgenstern,Austria,32,Male,Skier,Individual sport,Sports,Sports
440,Thomas muster,Austria,51,Male,Tennis player,Individual sport,Sports,Sports
441,Udo jürgens,Austria,80,Male,Singer,Music,Arts,Arts
442,Werner faymann,Austria,58,Male,Politician,Government,Institutions,Government
443,Wolfgang amadeus mozart,Austria,35,Male,Composer,Music,Arts,Arts
444,Wolfgang pauli,Austria,58,Male,Physicist,Natural sciences,Science & technology,Science & technology
445,Wolfgang schüssel,Austria,73,Male,Politician,Government,Institutions,Government
446,Heydar aliyev,Azerbaijan,80,Male,Politician,Government,Institutions,Government
447,Ivan baghramian,Azerbaijan,85,Male,Military personnel,Military,Institutions,Army
448,Murad iii,Azerbaijan,49,Male,Politician,Government,Institutions,Government
449,Richard sorge,Azerbaijan,49,Male,Journalist,Language,Humanities,Humanities
450,Robert kocharian,Azerbaijan,64,Male,Politician,Government,Institutions,Government
451,Safura alizadeh,Azerbaijan,26,Female,Singer,Music,Arts,Arts
452,Serzh sarkisyan,Azerbaijan,64,Male,Politician,Government,Institutions,Government
453,Teimour radjabov,Azerbaijan,31,Male,Chessmaster,Individual sport,Sports,Sports
454,Artur rasizade,Azerbaijan,83,Male,Politician,Government,Institutions,Government
456,Eldar gasimov,Azerbaijan,29,Male,Singer,Music,Arts,Arts
457,Garry kasparov,Azerbaijan,55,Male,Chessmaster,Individual sport,Sports,Sports
458,Ilham aliyev,Azerbaijan,57,Male,Politician,Government,Institutions,Government
459,Lev landau,Azerbaijan,60,Male,Physicist,Natural sciences,Science & technology,Science & technology
460,Mstislav rostropovich,Azerbaijan,91,Male,Musician,Music,Arts,Arts
461,Nezami,Azerbaijan,68,Male,Writer,Language,Humanities,Humanities
462,Nigar jamal,Azerbaijan,38,Female,Singer,Music,Arts,Arts
463,Hamad bin isa al khalifah,Bahrain,68,Male,Politician,Government,Institutions,Government
464,Jagadish chandra bose,Bangladesh,79,Male,Physicist,Natural sciences,Science & technology,Science & technology
465,Khaleda zia,Bangladesh,73,Female,Politician,Government,Institutions,Government
466,Zillur rahman,Bangladesh,84,Male,Politician,Government,Institutions,Government
467,Iajuddin ahmed,Bangladesh,81,Male,Politician,Government,Institutions,Government
468,Muhammad yunus,Bangladesh,78,Male,Businessperson,Business,Business & law,Business & law
469,Sheikh hasina,Bangladesh,71,Female,Politician,Government,Institutions,Government
470,Sheikh mujibur rahman,Bangladesh,55,Male,Politician,Government,Institutions,Government
471,Taslima nasrin,Bangladesh,56,Female,Writer,Language,Humanities,Humanities
472,Rihanna,Barbados,30,Female,Singer,Music,Arts,Arts
473,Adam mickiewicz,Belarus,57,Male,Writer,Language,Humanities,Humanities
475,Artem milevskiy,Belarus,33,Male,Soccer player,Team sports,Sports,Sports
476,Chaim soutine,Belarus,50,Male,Painter,Fine arts,Arts,Arts
477,Chaim weizmann,Belarus,78,Male,Politician,Government,Institutions,Government
479,Felix edmundovich dzerzhinsky,Belarus,49,Male,Politician,Government,Institutions,Government
480,Marc chagall,Belarus,98,Male,Painter,Fine arts,Arts,Arts
481,Marek edelman,Belarus,87,Male,Politician,Government,Institutions,Government
482,Maria kaczyńska,Belarus,68,Female,Politician,Government,Institutions,Government
483,Ryszard kapuściński,Belarus,75,Male,Writer,Language,Humanities,Humanities
484,Shimon peres,Belarus,93,Male,Politician,Government,Institutions,Government
485,Simon kuznets,Belarus,84,Male,Economist,Social sciences,Science & technology,Science & technology
486,Stanisław august poniatowski,Belarus,66,Male,Politician,Government,Institutions,Government
487,Yanka kupala,Belarus,60,Male,Writer,Language,Humanities,Humanities
488,Zhores ivanovich alferov,Belarus,88,Male,Physicist,Natural sciences,Science & technology,Science & technology
489,Alexander lukashenko,Belarus,64,Male,Politician,Government,Institutions,Government
490,Alexander rybak,Belarus,32,Male,Singer,Music,Arts,Arts
491,Aliaksandr hleb,Belarus,37,Male,Soccer player,Team sports,Sports,Sports
492,Andrei gromyko,Belarus,80,Male,Politician,Government,Institutions,Government
493,Boris gelfand,Belarus,50,Male,Chessmaster,Individual sport,Sports,Sports
494,Irving berlin,Belarus,101,Male,Composer,Music,Arts,Arts
495,Léon bakst,Belarus,58,Male,Artist,Fine arts,Arts,Arts
496,Lev vygotsky,Belarus,38,Male,Psychologist,Social sciences,Science & technology,Science & technology
497,Max mirnyi,Belarus,41,Male,Tennis player,Individual sport,Sports,Sports
498,Menachem begin,Belarus,79,Male,Politician,Government,Institutions,Government
499,Olga korbut,Belarus,63,Female,Gymnast,Individual sport,Sports,Sports
500,Ossip zadkine,Belarus,77,Male,Artist,Fine arts,Arts,Arts
502,Victoria azarenka,Belarus,29,Female,Tennis player,Individual sport,Sports,Sports
503,Vitaly scherbo,Belarus,46,Male,Gymnast,Individual sport,Sports,Sports
505,Yitzhak shamir,Belarus,97,Male,Politician,Government,Institutions,Government
506,Zalman shazar,Belarus,85,Male,Politician,Government,Institutions,Government
507,Albert ii of belgium,Belgium,84,Male,Politician,Government,Institutions,Government
508,Ambiorix,Belgium,56,Male,Politician,Government,Institutions,Government
509,Amélie nothomb,Belgium,51,Female,Writer,Language,Humanities,Humanities
510,André ernest modeste grétry,Belgium,72,Male,Composer,Music,Arts,Arts
511,Brian molko,Belgium,46,Male,Musician,Music,Arts,Arts
512,Charlemagne,Belgium,72,Male,Politician,Government,Institutions,Government
513,Charles martel,Belgium,55,Male,Military personnel,Military,Institutions,Army
514,"Charles v, holy roman emperor",Belgium,58,Male,Politician,Government,Institutions,Government
515,Clovis i,Belgium,45,Male,Politician,Government,Institutions,Government
516,Georges lemaître,Belgium,72,Male,Physicist,Natural sciences,Science & technology,Science & technology
517,Gilles binchois,Belgium,60,Male,Composer,Music,Arts,Arts
518,Hugo van der goes,Belgium,42,Male,Painter,Fine arts,Arts,Arts
519,Jan van eyck,Belgium,46,Male,Painter,Fine arts,Arts,Arts
520,"Johan t'serclaes, count of tilly",Belgium,73,Male,Military personnel,Military,Institutions,Army
521,"John of gaunt, 1st duke of lancaster",Belgium,59,Male,Nobleman,Government,Institutions,Government
522,Johnny galecki,Belgium,43,Male,Actor,Film and theatre,Arts,Arts
524,Leopold ii of belgium,Belgium,74,Male,Politician,Government,Institutions,Government
525,Marguerite yourcenar,Belgium,84,Female,Writer,Language,Humanities,Humanities
526,Mary of hungary,Belgium,24,Female,Politician,Government,Institutions,Government
527,"Otto iii, holy roman emperor",Belgium,22,Male,Politician,Government,Institutions,Government
528,Pippin the younger,Belgium,54,Male,Politician,Government,Institutions,Government
529,Robert campin,Belgium,69,Male,Painter,Fine arts,Arts,Arts
530,Abraham ortelius,Belgium,71,Male,Geographer,Social sciences,Science & technology,Science & technology
531,Adolphe quetelet,Belgium,78,Male,Astronomer,Natural sciences,Science & technology,Science & technology
532,Adolphe sax,Belgium,80,Male,Inventor,Invention,Science & technology,Science & technology
533,Albert claude,Belgium,84,Male,Biologist,Natural sciences,Science & technology,Science & technology
534,Albert i of belgium,Belgium,59,Male,Politician,Government,Institutions,Government
535,Anthony van dyck,Belgium,42,Male,Painter,Fine arts,Arts,Arts
536,Audrey hepburn,Belgium,64,Female,Actor,Film and theatre,Arts,Arts
538,Baudouin of belgium,Belgium,63,Male,Politician,Government,Institutions,Government
539,Bradley wiggins,Belgium,38,Male,Cyclist,Individual sport,Sports,Sports
540,César franck,Belgium,68,Male,Composer,Music,Arts,Arts
541,"Charles vii, holy roman emperor",Belgium,48,Male,Politician,Government,Institutions,Government
542,Charlotte of belgium,Belgium,87,Female,Companion,Companions,Public figure,Public figure
543,Claude lévi-strauss,Belgium,101,Male,Philosopher,Philosophy,Humanities,Humanities
544,Corneille heymans,Belgium,76,Male,Physician,Medicine,Science & technology,Science & technology
545,Daniel van buyten,Belgium,40,Male,Soccer player,Team sports,Sports,Sports
546,Django reinhardt,Belgium,43,Male,Musician,Music,Arts,Arts
547,Eddy merckx,Belgium,73,Male,Cyclist,Individual sport,Sports,Sports
548,Eden hazard,Belgium,27,Male,Soccer player,Team sports,Sports,Sports
549,Elio di rupo,Belgium,67,Male,Politician,Government,Institutions,Government
550,Emile verhaeren,Belgium,61,Male,Writer,Language,Humanities,Humanities
551,Father damien,Belgium,49,Male,Religious figure,Religion,Institutions,Religion
552,Frans hals,Belgium,86,Male,Painter,Fine arts,Arts,Arts
553,Georges simenon,Belgium,86,Male,Writer,Language,Humanities,Humanities
554,Gerardus mercator,Belgium,82,Male,Geographer,Social sciences,Science & technology,Science & technology
555,Gotye,Belgium,38,Male,Musician,Music,Arts,Arts
556,Guillaume dufay,Belgium,77,Male,Composer,Music,Arts,Arts
557,Guy verhofstadt,Belgium,65,Male,Politician,Government,Institutions,Government
558,Hadise,Belgium,33,Female,Singer,Music,Arts,Arts
559,Henri la fontaine,Belgium,89,Male,Lawyer,Law,Business & law,Business & law
560,Henry van de velde,Belgium,94,Male,Architect,Design,Arts,Arts
561,Hergé,Belgium,76,Male,Comic artist,Design,Arts,Arts
562,Herman van rompuy,Belgium,71,Male,Politician,Government,Institutions,Government
563,Jacob jordaens,Belgium,85,Male,Painter,Fine arts,Arts,Arts
564,Jacques brel,Belgium,49,Male,Singer,Music,Arts,Arts
565,Jacques rogge,Belgium,76,Male,Physician,Medicine,Science & technology,Science & technology
566,James ensor,Belgium,89,Male,Painter,Fine arts,Arts,Arts
567,Jan baptist van helmont,Belgium,65,Male,Chemist,Natural sciences,Science & technology,Science & technology
568,Jan brueghel the elder,Belgium,57,Male,Artist,Fine arts,Arts,Arts
569,Jan ceulemans,Belgium,61,Male,Coach,Team sports,Sports,Sports
570,Jean-claude van damme,Belgium,58,Male,Actor,Film and theatre,Arts,Arts
571,Jean-marie pfaff,Belgium,65,Male,Soccer player,Team sports,Sports,Sports
572,Jérôme d'ambrosio,Belgium,33,Male,Racecar driver,Individual sport,Sports,Sports
573,Johannes ockeghem,Belgium,87,Male,Composer,Music,Arts,Arts
574,Josquin des prez,Belgium,71,Male,Composer,Music,Arts,Arts
575,Julio cortázar,Belgium,70,Male,Writer,Language,Humanities,Humanities
576,Justine henin,Belgium,36,Female,Tennis player,Individual sport,Sports,Sports
577,Kate ryan,Belgium,38,Female,Singer,Music,Arts,Arts
578,Kim clijsters,Belgium,35,Female,Tennis player,Individual sport,Sports,Sports
579,Lara fabian,Belgium,48,Female,Singer,Music,Arts,Arts
580,Leo baekeland,Belgium,81,Male,Chemist,Natural sciences,Science & technology,Science & technology
581,Léon degrelle,Belgium,88,Male,Politician,Government,Institutions,Government
